Release Height (m),Radionuclide,Distance (m),Stability Category,Dose
80,Xe-135,1650,1,4.251431693000774e-11
80,Xe-135,1650,2,3.2167774818285193e-10
80,Xe-135,1650,3,5.913209905979267e-10
80,Xe-135,1650,4,7.901386100018153e-10
80,Xe-135,1650,5,8.727459967236e-10
80,Xe-135,1650,6,9.344263229852138e-10
80,Co-60,1650,1,4.494465652916752e-10
80,Co-60,1650,2,2.993411811629714e-09
80,Co-60,1650,3,5.133896599150156e-09
80,Co-60,1650,4,6.663757051621242e-09
80,Co-60,1650,5,7.245880256931401e-09
80,Co-60,1650,6,7.656392364762647e-09
80,I-131,1650,1,6.951948315000604e-11
80,I-131,1650,2,5.123019403273314e-10
80,I-131,1650,3,9.256664783664711e-10
80,I-131,1650,4,1.2298826488400534e-09
80,I-131,1650,5,1.3545249688210203e-09
80,I-131,1650,6,1.4466710639682583e-09
80,I-132,1650,1,4.022095030209212e-10
80,I-132,1650,2,2.808135622877105e-09
80,I-132,1650,3,4.9249673746564555e-09
80,I-132,1650,4,6.460122820974895e-09
80,I-132,1650,5,7.063747054013505e-09
80,I-132,1650,6,7.49853026131784e-09
80,Kr-87,1650,1,1.3802942573446438e-10
80,Kr-87,1650,2,9.078016758412983e-10
80,Kr-87,1650,3,1.5601054988572855e-09
80,Kr-87,1650,4,2.0289846765290314e-09
80,Kr-87,1650,5,2.210690514950039e-09
80,Kr-87,1650,6,2.340194412752254e-09
80,Kr-88,1650,1,3.285375073867927e-10
80,Kr-88,1650,2,2.0849353132671103e-09
80,Kr-88,1650,3,3.5194458191373407e-09
80,Kr-88,1650,4,4.538475475137092e-09
80,Kr-88,1650,5,4.922528705318854e-09
80,Kr-88,1650,6,5.191127790261335e-09
80,Kr-85,1650,1,4.131050784489417e-13
80,Kr-85,1650,2,2.9900331851058337e-12
80,Kr-85,1650,3,5.341482618107419e-12
80,Kr-85,1650,4,7.0654781009533305e-12
80,Kr-85,1650,5,7.761987991822988e-12
80,Kr-85,1650,6,8.272231591961266e-12
80,Sr-85,1650,1,9.3543576241632e-11
80,Sr-85,1650,2,6.770628620617033e-10
80,Sr-85,1650,3,1.2095241422751078e-09
80,Sr-85,1650,4,1.599904888736151e-09
80,Sr-85,1650,5,1.7576221411122947e-09
80,Sr-85,1650,6,1.8731613112134434e-09
80,Ru-103,1650,1,9.176667805028764e-11
80,Ru-103,1650,2,6.650564866262211e-10
80,Ru-103,1650,3,1.1890183131790267e-09
80,Ru-103,1650,4,1.573240569885386e-09
80,Ru-103,1650,5,1.728577045360374e-09
80,Ru-103,1650,6,1.8424377169050846e-09
80,Ru-106,1650,1,3.5823008531167494e-11
80,Ru-106,1650,2,2.5619019154951917e-10
80,Ru-106,1650,3,4.5482746781662334e-10
80,Ru-106,1650,4,5.999303946087682e-10
80,Ru-106,1650,5,6.580182551404891e-10
80,Ru-106,1650,6,7.003347915156875e-10
80,Na-22,1650,1,3.982501045578789e-10
80,Na-22,1650,2,2.747867380905759e-09
80,Na-22,1650,3,4.7986750844902795e-09
80,Na-22,1650,4,6.2817904391549705e-09
80,Na-22,1650,5,6.862412075987752e-09
80,Na-22,1650,6,7.279567231388695e-09
80,Eu-152,1650,1,1.9147912641722715e-10
80,Eu-152,1650,2,1.3151362688464592e-09
80,Eu-152,1650,3,2.2932784356894603e-09
80,Eu-152,1650,4,2.99784257179151e-09
80,Eu-152,1650,5,3.271538073754333e-09
80,Eu-152,1650,6,3.467374425456568e-09
80,Eu-154,1650,1,2.1063549054797524e-10
80,Eu-154,1650,2,1.4440037976982535e-09
80,Eu-154,1650,3,2.513929796902332e-09
80,Eu-154,1650,4,3.283431126606291e-09
80,Eu-154,1650,5,3.580895467538596e-09
80,Eu-154,1650,6,3.79311904574978e-09
80,Eu-155,1650,1,9.344433336200526e-12
80,Eu-155,1650,2,7.343582441821493e-11
80,Eu-155,1650,3,1.3905096325778928e-10
80,Eu-155,1650,4,1.844996079335641e-10
80,Eu-155,1650,5,2.0087989942545407e-10
80,Eu-155,1650,6,2.1241073478925763e-10
80,Cs-137,1700,1,9.467829335069655e-11
80,Cs-137,1700,2,7.011629088580163e-10
80,Cs-137,1700,3,1.2579238654236671e-09
80,Cs-137,1700,4,1.6836292428913623e-09
80,Cs-137,1700,5,1.853794733559106e-09
80,Cs-137,1700,6,1.973787868628073e-09
80,Cs-134,1700,1,2.5477694862186916e-10
80,Cs-134,1700,2,1.8746512534036827e-09
80,Cs-134,1700,3,3.352648642617372e-09
80,Cs-134,1700,4,4.480119543214231e-09
80,Cs-134,1700,5,4.928467808330196e-09
80,Cs-134,1700,6,5.2435662879871955e-09
80,Ar-41,1700,1,2.1057968454213343e-10
80,Ar-41,1700,2,1.4591462170674024e-09
80,Ar-41,1700,3,2.5340911157369046e-09
80,Ar-41,1700,4,3.339228030867605e-09
80,Ar-41,1700,5,3.647329945320351e-09
80,Ar-41,1700,6,3.857596277106013e-09
80,Xe-135,1700,1,3.8920690478829916e-11
80,Xe-135,1700,2,3.066328544231045e-10
80,Xe-135,1700,3,5.72609179356425e-10
80,Xe-135,1700,4,7.786625282271115e-10
80,Xe-135,1700,5,8.644500534040917e-10
80,Xe-135,1700,6,9.269092642925419e-10
80,Co-60,1700,1,4.1243777406791406e-10
80,Co-60,1700,2,2.868096806964872e-09
80,Co-60,1700,3,4.988946260659844e-09
80,Co-60,1700,4,6.579131272698372e-09
80,Co-60,1700,5,7.188913110969956e-09
80,Co-60,1700,6,7.60571443153622e-09
80,I-131,1700,1,6.367191572864643e-11
80,I-131,1700,2,4.889325944360729e-10
80,I-131,1700,3,8.971666258128296e-10
80,I-131,1700,4,1.212546921154637e-09
80,I-131,1700,5,1.342210974629018e-09
80,I-131,1700,6,1.4356157798348983e-09
80,I-132,1700,1,3.6874889090062547e-10
80,I-132,1700,2,2.6859340341216222e-09
80,I-132,1700,3,4.780543385444656e-09
80,I-132,1700,4,6.374261129015418e-09
80,I-132,1700,5,7.004686331367588e-09
80,I-132,1700,6,7.445901221250673e-09
80,Kr-87,1700,1,1.2672519051224464e-10
80,Kr-87,1700,2,8.697992536858316e-10
80,Kr-87,1700,3,1.5158111572497599e-09
80,Kr-87,1700,4,2.0028856222063354e-09
80,Kr-87,1700,5,2.192891379844542e-09
80,Kr-87,1700,6,2.324333990828412e-09
80,Kr-88,1700,1,3.0183046252373716e-10
80,Kr-88,1700,2,2.000369512522257e-09
80,Kr-88,1700,3,3.4225800761624522e-09
80,Kr-88,1700,4,4.4822937787537495e-09
80,Kr-88,1700,5,4.8849179995669005e-09
80,Kr-88,1700,6,5.157671888648789e-09
80,Kr-85,1700,1,3.784748270778155e-13
80,Kr-85,1700,2,2.855938477785964e-12
80,Kr-85,1700,3,5.1800578862969684e-12
80,Kr-85,1700,4,6.968054265959163e-12
80,Kr-85,1700,5,7.693686616906339e-12
80,Kr-85,1700,6,8.211202863798303e-12
80,Sr-85,1700,1,8.570189851837902e-11
80,Sr-85,1700,2,6.466984962638844e-10
80,Sr-85,1700,3,1.1729711977788804e-09
80,Sr-85,1700,4,1.577844288897461e-09
80,Sr-85,1700,5,1.742156025422143e-09
80,Sr-85,1700,6,1.8593420111664342e-09
80,Ru-103,1700,1,8.407202248396504e-11
80,Ru-103,1700,2,6.35194690597746e-10
80,Ru-103,1700,3,1.1530382003622323e-09
80,Ru-103,1700,4,1.5515162537350092e-09
80,Ru-103,1700,5,1.7133347890422423e-09
80,Ru-103,1700,6,1.828812810948823e-09
80,Ru-106,1700,1,3.282755066107784e-11
80,Ru-106,1700,2,2.4481555236861976e-10
80,Ru-106,1700,3,4.4121970759111156e-10
80,Ru-106,1700,4,5.91759353627299e-10
80,Ru-106,1700,5,6.523264914000657e-10
80,Ru-106,1700,6,6.952537757714812e-10
80,Na-22,1700,1,3.6521227913862146e-10
80,Na-22,1700,2,2.6292477655577e-09
80,Na-22,1700,3,4.658913054324802e-09
80,Na-22,1700,4,6.198914277948431e-09
80,Na-22,1700,5,6.8055230724489084e-09
80,Na-22,1700,6,7.228844128921536e-09
80,Eu-152,1700,1,1.7561191594119231e-10
80,Eu-152,1700,2,1.2585372392586547e-09
80,Eu-152,1700,3,2.226632030406116e-09
80,Eu-152,1700,4,2.958468607046469e-09
80,Eu-152,1700,5,3.244568078374764e-09
80,Eu-152,1700,6,3.443265428233654e-09
80,Eu-154,1700,1,1.9318533664188647e-10
80,Eu-154,1700,2,1.3820057652609047e-09
80,Eu-154,1700,3,2.4410809327747193e-09
80,Eu-154,1700,4,3.2404954921552283e-09
80,Eu-154,1700,5,3.551580660451679e-09
80,Eu-154,1700,6,3.766920578356189e-09
80,Eu-155,1700,1,8.549433342469834e-12
80,Eu-155,1700,2,6.986308777476679e-11
80,Eu-155,1700,3,1.3444566087936282e-10
80,Eu-155,1700,4,1.8182420030425755e-10
80,Eu-155,1700,5,1.9898621291109776e-10
80,Eu-155,1700,6,2.1059239189690678e-10
80,Cs-137,1750,1,8.697750650917916e-11
80,Cs-137,1750,2,6.707677452174262e-10
80,Cs-137,1750,3,1.2208638284280327e-09
80,Cs-137,1750,4,1.6607708709860923e-09
80,Cs-137,1750,5,1.8378804065744915e-09
80,Cs-137,1750,6,1.9596506890167204e-09
80,Cs-134,1750,1,2.3408265826603664e-10
80,Cs-134,1750,2,1.793803989555137e-09
80,Cs-134,1750,3,3.2543542991753404e-09
80,Cs-134,1750,4,4.4196700419197994e-09
80,Cs-134,1750,5,4.886517797504931e-09
80,Cs-134,1750,6,5.206300222591552e-09
80,Ar-41,1750,1,1.9369187379776203e-10
80,Ar-41,1750,2,1.399236138455996e-09
80,Ar-41,1750,3,2.4629640733620686e-09
80,Ar-41,1750,4,3.296633606124046e-09
80,Ar-41,1750,5,3.618553925499066e-09
80,Ar-41,1750,6,3.83212358538908e-09
80,Xe-135,1750,1,3.571828554535596e-11
80,Xe-135,1750,2,2.925492530924066e-10
80,Xe-135,1750,3,5.546363778246816e-10
80,Xe-135,1750,4,7.673070288808294e-10
80,Xe-135,1750,5,8.562006898586433e-10
80,Xe-135,1750,6,9.194498082221415e-10
80,Co-60,1750,1,3.7933570622057856e-10
80,Co-60,1750,2,2.7500058424890007e-09
80,Co-60,1750,3,4.848843608920932e-09
80,Co-60,1750,4,6.494952170378359e-09
80,Co-60,1750,5,7.131966710572563e-09
80,Co-60,1750,6,7.555302431220687e-09
80,I-131,1750,1,5.845717739607392e-11
80,I-131,1750,2,4.670188133058428e-10
80,I-131,1750,3,8.697653154656596e-10
80,I-131,1750,4,1.195371127250833e-09
80,I-131,1750,5,1.3299499192069886e-09
80,I-131,1750,6,1.424636187577672e-09
80,I-132,1750,1,3.3886303309260235e-10
80,I-132,1750,2,2.5710143341890902e-09
80,I-132,1750,3,4.641416267010316e-09
80,I-132,1750,4,6.288989860462674e-09
80,I-132,1750,5,6.945740344775551e-09
80,I-132,1750,6,7.393577216015703e-09
80,Kr-87,1750,1,1.1660545285297788e-10
80,Kr-87,1750,2,8.34006530881746e-10
80,Kr-87,1750,3,1.4731259550080575e-09
80,Kr-87,1750,4,1.9769491817662307e-09
80,Kr-87,1750,5,2.175115556838247e-09
80,Kr-87,1750,6,2.308563530892336e-09
80,Kr-88,1750,1,2.7789679048516605e-10
80,Kr-88,1750,2,1.9205846507503527e-09
80,Kr-88,1750,3,3.329204358089693e-09
80,Kr-88,1750,4,4.426385727336939e-09
80,Kr-88,1750,5,4.847304981371889e-09
80,Kr-88,1750,6,5.124387995660418e-09
80,Kr-85,1750,1,3.475771094688327e-13
80,Kr-85,1750,2,2.730052127530357e-12
80,Kr-85,1750,3,5.024751665822516e-12
80,Kr-85,1750,4,6.871436347263203e-12
80,Kr-85,1750,5,7.625611281527164e-12
80,Kr-85,1750,6,8.150558270332442e-12
80,Sr-85,1750,1,7.870541592358496e-11
80,Sr-85,1750,2,6.181928267263088e-10
80,Sr-85,1750,3,1.137803725077613e-09
80,Sr-85,1750,4,1.5559661792209403e-09
80,Sr-85,1750,5,1.7267410932056012e-09
80,Sr-85,1750,6,1.8456096939460766e-09
80,Ru-103,1750,1,7.720698064659049e-11
80,Ru-103,1750,2,6.071629624792979e-10
80,Ru-103,1750,3,1.1184234762327076e-09
80,Ru-103,1750,4,1.529972990537919e-09
80,Ru-103,1750,5,1.6981440354473374e-09
80,Ru-103,1750,6,1.815274636921893e-09
80,Ru-106,1750,1,3.015401800142133e-11
80,Ru-106,1750,2,2.3413096189980953e-10
80,Ru-106,1750,3,4.281235318162171e-10
80,Ru-106,1750,4,5.836520459972762e-10
80,Ru-106,1750,5,6.46650970560322e-10
80,Ru-106,1750,6,6.90203894419958e-10
80,Na-22,1750,1,3.3569259046142726e-10
80,Na-22,1750,2,2.517659331912549e-09
80,Na-22,1750,3,4.523973197814691e-09
80,Na-22,1750,4,6.116593709803149e-09
80,Na-22,1750,5,6.748736302068787e-09
80,Na-22,1750,6,7.178413400072065e-09
80,Eu-152,1750,1,1.6143235235374368e-10
80,Eu-152,1750,2,1.2052853080333767e-09
80,Eu-152,1750,3,2.1623496056846982e-09
80,Eu-152,1750,4,2.91935217989131e-09
80,Eu-152,1750,5,3.217643478307711e-09
80,Eu-152,1750,6,3.419298110155276e-09
80,Eu-154,1750,1,1.7759057813475379e-10
80,Eu-154,1750,2,1.3236627456363191e-09
80,Eu-154,1750,3,2.370791494858797e-09
80,Eu-154,1750,4,3.197830751723885e-09
80,Eu-154,1750,5,3.52230848840178e-09
80,Eu-154,1750,6,3.740873542928048e-09
80,Eu-155,1750,1,7.841673515802346e-12
80,Eu-155,1750,2,6.652907015936421e-11
80,Eu-155,1750,3,1.3002916740553636e-10
80,Eu-155,1750,4,1.7917285867962867e-10
80,Eu-155,1750,5,1.9710177032532052e-10
80,Eu-155,1750,6,2.08792177505656e-10
80,Cs-137,1800,1,8.008253903444161e-11
80,Cs-137,1800,2,6.42179572711095e-10
80,Cs-137,1800,3,1.185199616898202e-09
80,Cs-137,1800,4,1.638112659549317e-09
80,Cs-137,1800,5,1.8220119098765638e-09
80,Cs-137,1800,6,1.9456128333841364e-09
80,Cs-134,1800,1,2.1555042481608934e-10
80,Cs-134,1800,2,1.7177422806182434e-09
80,Cs-134,1800,3,3.159759340137996e-09
80,Cs-134,1800,4,4.359736047361855e-09
80,Cs-134,1800,5,4.844679141530244e-09
80,Cs-134,1800,6,5.169294401302316e-09
80,Ar-41,1800,1,1.7854283485001672e-10
80,Ar-41,1800,2,1.342725802689754e-09
80,Ar-41,1800,3,2.394734049805432e-09
80,Ar-41,1800,4,3.254322891685697e-09
80,Ar-41,1800,5,3.589798501363702e-09
80,Ar-41,1800,6,3.806812010384138e-09
80,Xe-135,1800,1,3.2855563863385566e-11
80,Xe-135,1800,2,2.7935317108155155e-10
80,Xe-135,1800,3,5.373789646169072e-10
80,Xe-135,1800,4,7.56084085079401e-10
80,Xe-135,1800,5,8.480008967207313e-10
80,Xe-135,1800,6,9.120553084273456e-10
80,Co-60,1800,1,3.4964491661028405e-10
80,Co-60,1800,2,2.638631562787649e-09
80,Co-60,1800,3,4.713899461282152e-09
80,Co-60,1800,4,6.4113417829699295e-09
80,Co-60,1800,5,7.075066923705411e-09
80,Co-60,1800,6,7.505210801450315e-09
80,I-131,1800,1,5.3792527251287215e-11
80,I-131,1800,2,4.464513892751715e-10
80,I-131,1800,3,8.434287683998137e-10
80,I-131,1800,4,1.178375246038246e-09
80,I-131,1800,5,1.3177463766268902e-09
80,I-131,1800,6,1.413743304468509e-09
80,I-132,1800,1,3.1209176312446516e-10
80,I-132,1800,2,2.4628521402638438e-09
80,I-132,1800,3,4.507527338293347e-09
80,I-132,1800,4,6.20442205465558e-09
80,I-132,1800,5,6.886934042197987e-09
80,I-132,1800,6,7.341613429686933e-09
80,Kr-87,1800,1,1.0752171269877267e-10
80,Kr-87,1800,2,8.002661827494184e-10
80,Kr-87,1800,3,1.432007182410846e-09
80,Kr-87,1800,4,1.951210573846009e-09
80,Kr-87,1800,5,2.15737079888086e-09
80,Kr-87,1800,6,2.2928975655588912e-09
80,Kr-88,1800,1,2.5639291910812736e-10
80,Kr-88,1800,2,1.8452475204259638e-09
80,Kr-88,1800,3,3.239167393940407e-09
80,Kr-88,1800,4,4.370832955542553e-09
80,Kr-88,1800,5,4.809706655715116e-09
80,Kr-88,1800,6,5.0913123829848255e-09
80,Kr-85,1800,1,3.199263458416163e-13
80,Kr-85,1800,2,2.6117695563672555e-12
80,Kr-85,1800,3,4.875382102129435e-12
80,Kr-85,1800,4,6.775742521645156e-12
80,Kr-85,1800,5,7.557790225402423e-12
80,Kr-85,1800,6,8.090362272229347e-12
80,Sr-85,1800,1,7.244417378105313e-11
80,Sr-85,1800,2,5.914089532213824e-10
80,Sr-85,1800,3,1.1039805452191884e-09
80,Sr-85,1800,4,1.5342973196907627e-09
80,Sr-85,1800,5,1.711383739067051e-09
80,Sr-85,1800,6,1.8319789560315487e-09
80,Ru-103,1800,1,7.106356304647069e-11
80,Ru-103,1800,2,5.808265406023395e-10
80,Ru-103,1800,3,1.0851333457625212e-09
80,Ru-103,1800,4,1.508636948021079e-09
80,Ru-103,1800,5,1.6830109774840255e-09
80,Ru-103,1800,6,1.801837056901995e-09
80,Ru-106,1800,1,2.7760666996356884e-11
80,Ru-106,1800,2,2.2408598526024358e-10
80,Ru-106,1800,3,4.155239313460336e-10
80,Ru-106,1800,4,5.756186470811252e-10
80,Ru-106,1800,5,6.409940550932754e-10
80,Ru-106,1800,6,6.851904904474395e-10
80,Na-22,1800,1,3.092400882091681e-10
80,Na-22,1800,2,2.4125968173167188e-09
80,Na-22,1800,3,4.394366134657892e-09
80,Na-22,1800,4,6.0349387212644315e-09
80,Na-22,1800,5,6.692076351313166e-09
80,Na-22,1800,6,7.128329022695621e-09
80,Eu-152,1800,1,1.487243680101623e-10
80,Eu-152,1800,2,1.155144744047964e-09
80,Eu-152,1800,3,2.100537073461781e-09
80,Eu-152,1800,4,2.88054610607644e-09
80,Eu-152,1800,5,3.1907758117724423e-09
80,Eu-152,1800,6,3.3954973150657557e-09
80,Eu-154,1800,1,1.6361378231124414e-10
80,Eu-154,1800,2,1.268719889205545e-09
80,Eu-154,1800,3,2.303212789038485e-09
80,Eu-154,1800,4,3.155495415944657e-09
80,Eu-154,1800,5,3.4930914144721953e-09
80,Eu-154,1800,6,3.7150054951495504e-09
80,Eu-155,1800,1,7.209556569567749e-12
80,Eu-155,1800,2,6.34109445530497e-11
80,Eu-155,1800,3,1.2579532539779512e-10
80,Eu-155,1800,4,1.765488276483679e-10
80,Eu-155,1800,5,1.9522736852411416e-10
80,Eu-155,1800,6,2.0701137730731006e-10
80,Cs-137,1850,1,7.389149943555752e-11
80,Cs-137,1850,2,6.152681943967783e-10
80,Cs-137,1850,3,1.150886403155958e-09
80,Cs-137,1850,4,1.6156796794276832e-09
80,Cs-137,1850,5,1.806196281260493e-09
80,Cs-137,1850,6,1.9316847046648982e-09
80,Cs-134,1850,1,1.9890749691799568e-10
80,Cs-134,1850,2,1.646122322555482e-09
80,Cs-134,1850,3,3.06873481968726e-09
80,Cs-134,1850,4,4.300385604198468e-09
80,Cs-134,1850,5,4.8029705718675235e-09
80,Cs-134,1850,6,5.132575351543206e-09
80,Ar-41,1850,1,1.6491709610028054e-10
80,Ar-41,1850,2,1.2893786752883783e-09
80,Ar-41,1850,3,2.328988134245075e-09
80,Ar-41,1850,4,3.2123500819208262e-09
80,Ar-41,1850,5,3.561077734932322e-09
80,Ar-41,1850,6,3.781680590774599e-09
80,Xe-135,1850,1,3.028889767804193e-11
80,Xe-135,1850,2,2.6697700563557036e-10
80,Xe-135,1850,3,5.208120014695116e-10
80,Xe-135,1850,4,7.450036310508917e-10
80,Xe-135,1850,5,8.398535821924327e-10
80,Xe-135,1850,6,9.047307596268315e-10
80,Co-60,1850,1,3.22942229482927e-10
80,Co-60,1850,2,2.533505874873456e-09
80,Co-60,1850,3,4.5841364798422044e-09
80,Co-60,1850,4,6.328405933020111e-09
80,Co-60,1850,5,7.018241330390576e-09
80,Co-60,1850,6,7.455476946851516e-09
80,I-131,1850,1,4.960776347435904e-11
80,I-131,1850,2,4.2713062728485803e-10
80,I-131,1850,3,8.181211316563043e-10
80,I-131,1850,4,1.1615761205592588e-09
80,I-131,1850,5,1.3056056048570824e-09
80,I-131,1850,6,1.402944691070093e-09
80,I-132,1850,1,2.880432833963625e-10
80,I-132,1850,2,2.360964584037688e-09
80,I-132,1850,3,4.37865553878722e-09
80,I-132,1850,4,6.120656268183371e-09
80,I-132,1850,5,6.828294638533e-09
80,I-132,1850,6,7.290046883011404e-09
80,Kr-87,1850,1,9.934671141559236e-11
80,Kr-87,1850,2,7.684333247351972e-10
80,Kr-87,1850,3,1.392407999914365e-09
80,Kr-87,1850,4,1.925700712773675e-09
80,Kr-87,1850,5,2.139665616800912e-09
80,Kr-87,1850,6,2.277350010935572e-09
80,Kr-88,1850,1,2.3702362132304e-10
80,Kr-88,1850,2,1.7740508582374615e-09
80,Kr-88,1850,3,3.152375996982224e-09
80,Kr-88,1850,4,4.3157074999156365e-09
80,Kr-88,1850,5,4.772142192802368e-09
80,Kr-88,1850,6,5.058470046967752e-09
80,Kr-85,1850,1,2.9511007633954e-13
80,Kr-85,1850,2,2.500535501693638e-12
80,Kr-85,1850,3,4.731753750004204e-12
80,Kr-85,1850,4,6.681076990542863e-12
80,Kr-85,1850,5,7.490253188956674e-12
80,Kr-85,1850,6,8.030657785536974e-12
80,Sr-85,1850,1,6.682477468233163e-11
80,Sr-85,1850,2,5.662211424663691e-10
80,Sr-85,1850,3,1.0714574017616306e-09
80,Sr-85,1850,4,1.5128613057069071e-09
80,Sr-85,1850,5,1.6960906974287164e-09
80,Sr-85,1850,6,1.8184595153097766e-09
80,Ru-103,1850,1,6.555007149713624e-11
80,Ru-103,1850,2,5.56061283133939e-10
80,Ru-103,1850,3,1.0531241355264586e-09
80,Ru-103,1850,4,1.487531208865347e-09
80,Ru-103,1850,5,1.6679420138521135e-09
80,Ru-103,1850,6,1.788509593096974e-09
80,Ru-106,1850,1,2.561202312673204e-11
80,Ru-106,1850,2,2.1463424284720184e-10
80,Ru-106,1850,3,4.0340078093471625e-10
80,Ru-106,1850,4,5.676681170709754e-10
80,Ru-106,1850,5,6.353582504797225e-10
80,Ru-106,1850,6,6.802171379232378e-10
80,Na-22,1850,1,2.85470391115904e-10
80,Na-22,1850,2,2.313595101623925e-09
80,Na-22,1850,3,4.269605046689056e-09
80,Na-22,1850,4,5.954046485051693e-09
80,Na-22,1850,5,6.635569340801312e-09
80,Na-22,1850,6,7.078627496278369e-09
80,Eu-152,1850,1,1.3730379608532422e-10
80,Eu-152,1850,2,1.107891389060016e-09
80,Eu-152,1850,3,2.0409800711884888e-09
80,Eu-152,1850,4,2.842096370983072e-09
80,Eu-152,1850,5,3.1639775472702603e-09
80,Eu-152,1850,6,3.3718804835454047e-09
80,Eu-154,1850,1,1.5105253225351646e-10
80,Eu-154,1850,2,1.2169321053657011e-09
80,Eu-154,1850,3,2.238154047341733e-09
80,Eu-154,1850,4,3.113540634666161e-09
80,Eu-154,1850,5,3.463943113497504e-09
80,Eu-154,1850,6,3.68933540396787e-09
80,Eu-155,1850,1,6.643280272298945e-12
80,Eu-155,1850,2,6.049824405444179e-11
80,Eu-155,1850,3,1.2173757661079188e-10
80,Eu-155,1850,4,1.7395490390296656e-10
80,Eu-155,1850,5,1.9336381840240668e-10
80,Eu-155,1850,6,2.052512579955799e-10
80,Cs-137,1900,1,6.831747811986989e-11
80,Cs-137,1900,2,5.899137451284164e-10
80,Cs-137,1900,3,1.1178774893311466e-09
80,Cs-137,1900,4,1.5934946804865067e-09
80,Cs-137,1900,5,1.7904410326504779e-09
80,Cs-137,1900,6,1.917877241614577e-09
80,Cs-134,1900,1,1.839209864874529e-10
80,Cs-134,1900,2,1.5786278099535415e-09
80,Cs-134,1900,3,2.9811573687583863e-09
80,Cs-134,1900,4,4.241678828515439e-09
80,Cs-134,1900,5,4.761411989593771e-09
80,Cs-134,1900,6,5.096172137850573e-09
80,Ar-41,1900,1,1.5262992814133712e-10
80,Ar-41,1900,2,1.2389767563178066e-09
80,Ar-41,1900,3,2.2656445231325887e-09
80,Ar-41,1900,4,3.1707622313886486e-09
80,Ar-41,1900,5,3.532406799349372e-09
80,Ar-41,1900,6,3.756749483744229e-09
80,Xe-135,1900,1,2.7981162737678247e-11
80,Xe-135,1900,2,2.5535883559532366e-10
80,Xe-135,1900,3,5.049098989046697e-10
80,Xe-135,1900,4,7.340742493726894e-10
80,Xe-135,1900,5,8.317628579555901e-10
80,Xe-135,1900,6,8.974814357566696e-10
80,Co-60,1900,1,2.98864825818235e-10
80,Co-60,1900,2,2.434197257806832e-09
80,Co-60,1900,3,4.4591236107910816e-09
80,Co-60,1900,4,6.2462379712413594e-09
80,Co-60,1900,5,6.961519182707031e-09
80,Co-60,1900,6,7.406140904234287e-09
80,I-131,1900,1,4.5843085167558736e-11
80,I-131,1900,2,4.089644785749465e-10
80,I-131,1900,3,7.938052764562467e-10
80,I-131,1900,4,1.1449880226647787e-09
80,I-131,1900,5,1.293532098831623e-09
80,I-131,1900,6,1.392248446765626e-09
80,I-132,1900,1,2.6638286436624617e-10
80,I-132,1900,2,2.2649067809026074e-09
80,I-132,1900,3,4.254616988113405e-09
80,I-132,1900,4,6.037777998043168e-09
80,I-132,1900,5,6.769850419501518e-09
80,I-132,1900,6,7.238918680645253e-09
80,Kr-87,1900,1,9.197113475802207e-11
80,Kr-87,1900,2,7.38374416159299e-10
80,Kr-87,1900,3,1.3542742507207603e-09
80,Kr-87,1900,4,1.900446357122294e-09
80,Kr-87,1900,5,2.1220088082205195e-09
80,Kr-87,1900,6,2.2619322758567955e-09
80,Kr-88,1900,1,2.195346017367832e-10
80,Kr-88,1900,2,1.7067113142277115e-09
80,Kr-88,1900,3,3.0687200612644767e-09
80,Kr-88,1900,4,4.261071997789594e-09
80,Kr-88,1900,5,4.7346314993105366e-09
80,Kr-88,1900,6,5.025887805883327e-09
80,Kr-85,1900,1,2.7277648971702066e-13
80,Kr-85,1900,2,2.395838678895684e-12
80,Kr-85,1900,3,4.593663918805866e-12
80,Kr-85,1900,4,6.58752607756814e-12
80,Kr-85,1900,5,7.423029864126065e-12
80,Kr-85,1900,6,7.971490220482485e-12
80,Sr-85,1900,1,6.176755448365838e-11
80,Sr-85,1900,2,5.425136195020529e-10
80,Sr-85,1900,3,1.040188397612174e-09
80,Sr-85,1900,4,1.4916776844036784e-09
80,Sr-85,1900,5,1.6808686917176711e-09
80,Sr-85,1900,6,1.8050616544462646e-09
80,Ru-103,1900,1,6.058830177840789e-11
80,Ru-103,1900,2,5.327532875611225e-10
80,Ru-103,1900,3,1.0223507970384934e-09
80,Ru-103,1900,4,1.4666752552732595e-09
80,Ru-103,1900,5,1.652943984610382e-09
80,Ru-103,1900,6,1.775302438632821e-09
80,Ru-106,1900,1,2.3677808968799908e-11
80,Ru-106,1900,2,2.0573304012159146e-10
80,Ru-106,1900,3,3.9174531335054466e-10
80,Ru-106,1900,4,5.598080481760584e-10
80,Ru-106,1900,5,6.297461092572547e-10
80,Ru-106,1900,6,6.752876783279176e-10
80,Na-22,1900,1,2.6405476612316467e-10
80,Na-22,1900,2,2.220225777651003e-09
80,Na-22,1900,3,4.149524619521687e-09
80,Na-22,1900,4,5.8739991580634235e-09
80,Na-22,1900,5,6.579242573957295e-09
80,Na-22,1900,6,7.029347778726896e-09
80,Eu-152,1900,1,1.2701309369587195e-10
80,Eu-152,1900,2,1.0633212628099555e-09
80,Eu-152,1900,3,1.983687304085654e-09
80,Eu-152,1900,4,2.8040429434168e-09
80,Eu-152,1900,5,3.137261805188112e-09
80,Eu-152,1900,6,3.348466037311329e-09
